A,State,Week,"West Nile virus disease†, Neuroinvasive","West Nile virus disease†, Nonneuroinvasive","Zika virus disease, non-congenital","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable",Tetanus,Varicella morbidity,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Salmonellosis (excluding Paratyphoid fever andTyphoid fever)†,Shiga toxin-producing Escherichia coli,Shigellosis,"Rabies, animal",Rubella,"Rubella, congenital syndrome","Meningococcal disease, all serogroups",Mumps,Pertussis,Legionellosis,Malaria,"Invasive Pneumococcal Disease, Age LT 5†, Confirmed","Invasive Pneumococcal Disease, Age LT 5†, Probable","Invasive Pneumococcal Disease, all ages†, Confirmed","Invasive Pneumococcal Disease, all ages†, Probable","Hepatitis (viral, acute, by type)†, C, Confirmed","Hepatitis (viral, acute, by type)†, C, Probable","Hepatitis (viral, acute, by type)†, A","Hepatitis (viral, acute, by type)†, B","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",Cryptosporidiosis,"Dengue Virus Infections, Dengue†","Dengue Virus Infections, Severe Dengue",Chlamydia trachomatis infection,Coccidioidomycosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Klebsiella spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Enterobacter spp.",Babesiosis,Campylobacteriosis,Total,Population_Density(km²),GDP,TAVE,AVE_TMIN,AVE_TMAX,DATE,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,"Agriculture, forestry, fishing, and hunting","Mining, quarrying, and oil and gas extraction",Utilities,Construction,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,Finance and insurance,Colors
805,COLORADO,17,0,0,0,0,0,0,10,0,0,0,9,8,3,0,0,0,0,0,8,0,0,1,0,14,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,21,82,21.16020728,,3.6533,-2.4033,9.7099,3/28/2018,4.6187,-2.8319,12.0692,,,,,,,,,,,,,,,,,,,,,,
806,CONNECTICUT,17,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,15,285.9964138,,3.715,-1.5354,8.9653,3/29/2018,7.2868,1.9694,12.6041,,,,,,,,,,,,,,,,,,,,,,
807,DELAWARE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,1,0,0,0,0,146,0,0,0,0,0,0,190,161.0580431,,6.0536,0.7286,11.3786,,12.7929,7.4571,18.1286,,,,,,,,,,,,,,,,,,,,,,
808,FLORIDA,17,0,0,1,0,0,0,13,0,0,3,0,0,0,0,0,0,1,1,8,0,0,3,0,13,2,0,0,0,0,0,0,0,333,8,0,0,0,0,0,1177,0,0,0,0,0,0,1563,152.5897544,,18.994,12.6469,25.3411,,20.9258,14.202,27.6495,,,,,,,,,,,,,,,,,,,,,,
809,GEORGIA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.31216995,,12.6946,6.7497,18.6394,,15.8964,7.9751,23.8176,,,,,,,,,,,,,,,,,,,,,,
810,HAWAII,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.74649835,,20.062,16.0157,24.1082,,21.603,18.3488,24.8571,,,,,,,,,,,,,,,,,,,,,,
811,IDAHO,17,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,110,0,0,0,0,0,6,139,8.183599765,,1.5351,-3.8112,6.8813,,3.8778,-1.9768,9.7323,,,,,,,,,,,,,,,,,,,,,,
812,ILLINOIS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,85,0,0,0,0,0,2,113,88.69290989,,4.6144,0.0459,9.1829,,6.7973,1.8294,11.7651,,,,,,,,,,,,,,,,,,,,,,
813,INDIANA,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,120,0,0,0,0,0,0,371,0,0,0,0,0,1,495,72.12044782,,5.0589,0.4206,9.6972,,8.6059,3.1163,14.0954,,,,,,,,,,,,,,,,,,,,,,
814,IOWA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84195686,,2.1686,-2.017,6.3542,,1.8759,-2.6061,6.3578,,,,,,,,,,,,,,,,,,,,,,
815,KANSAS,17,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,89,0,0,0,0,0,0,112,13.77307692,,9.1599,3.1945,15.1253,,7.8209,-0.4033,16.0451,,,,,,,,,,,,,,,,,,,,,,
816,KENTUCKY,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,2,1,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,43.46393446,,9.0655,4.6178,13.5132,,12.5801,5.7627,19.3974,,,,,,,,,,,,,,,,,,,,,,
817,LOUISIANA,17,0,0,0,0,0,0,0,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,1,0,0,0,611,0,0,0,0,0,16,813,41.50240638,,20.6461,15.7233,25.5688,,17.0297,10.5521,23.5073,,,,,,,,,,,,,,,,,,,,,,
818,MAINE,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,92,0,0,0,0,0,1,106,16.78425142,,0.3453,-6.1303,6.8209,,2.597,-1.4835,6.6775,,,,,,,,,,,,,,,,,,,,,,
819,MARYLAND,17,0,0,0,1,0,0,0,0,2,0,8,1,3,10,0,0,0,0,0,2,2,1,0,7,0,1,0,0,0,0,0,2,94,2,0,0,1,0,0,438,0,0,0,0,0,13,588,240.1675753,,3.9652,-1.0113,8.9416,,12.471,6.2407,18.7013,,,,,,,,,,,,,,,,,,,,,,
820,MASSACHUSETTS,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,7,17,339.5999705,,2.7763,-2.3442,7.8967,,6.3418,1.8318,10.8517,,,,,,,,,,,,,,,,,,,,,,
821,MICHIGAN,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,177,0,0,0,0,0,1,226,66.38479376,,0.5044,-4.9359,5.9446,,0.6334,-2.6096,3.8764,,,,,,,,,,,,,,,,,,,,,,
822,MINNESOTA,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,1,0,0,0,0,0,27,27.29613122,,-6.6435,-12.128,-1.1589,,-0.7878,-5.3081,3.7326,,,,,,,,,,,,,,,,,,,,,,
823,MISSISSIPPI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,455,0,0,0,0,0,3,643,24.55209568,,0.024,-4.4603,4.5083,,15.2657,8.0417,22.4897,,,,,,,,,,,,,,,,,,,,,,
824,MISSOURI,17,0,0,0,0,0,0,1,0,1,1,21,3,9,0,0,0,0,0,2,0,0,1,0,12,0,2,0,1,1,0,0,0,188,0,0,0,4,0,0,407,0,0,0,0,0,15,669,34.39129216,,17.5964,12.2092,22.9836,,9.22,2.7139,15.726,,,,,,,,,,,,,,,,,,,,,,
825,MONTANA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,31,0,0,0,0,0,3,45,2.81800843,,8.126,3.7257,12.5262,,3.4971,-2.4846,9.4787,,,,,,,,,,,,,,,,,,,,,,
826,NEBRASKA,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,47,0,0,0,0,0,4,81,9.706472659,,0.8206,-4.4285,6.0696,,2.2433,-3.7128,8.1994,,,,,,,,,,,,,,,,,,,,,,
827,NEVADA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.74651254,,4.4841,-0.5429,9.511,,5.2846,-1.3213,11.8905,,,,,,,,,,,,,,,,,,,,,,
828,NEW HAMPSHIRE,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,92,0,0,0,0,0,0,105,56.37731675,,3.5192,-2.5436,9.5819,,3.007,-1.2657,7.2797,,,,,,,,,,,,,,,,,,,,,,
829,NEW JERSEY,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,348,0,0,0,0,0,0,417,470.1927021,,0.9168,-5.5797,7.4132,,10.7856,4.9098,16.6613,,,,,,,,,,,,,,,,,,,,,,
830,NEW MEXICO,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,73,0,0,0,0,0,0,87,6.651759892,,4.098,-0.9263,9.1222,,10.1221,0.9032,19.3409,,,,,,,,,,,,,,,,,,,,,,
831,NEW YORK,17,0,0,0,1,0,0,0,0,0,6,0,2,8,15,0,0,0,1,6,0,1,0,0,16,2,4,0,0,0,0,0,11,195,5,0,1,6,0,0,778,0,0,0,0,0,35,1093,162.4306895,,9.7384,1.864,17.6127,,4.2758,0.2212,8.3303,,,,,,,,,,,,,,,,,,,,,,
832,NORTH CAROLINA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,83,82.35626699,,1.2131,-3.767,6.1931,,15.5581,8.4229,22.6933,,,,,,,,,,,,,,,,,,,,,,
833,NORTH DAKOTA,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.227543704,,9.4048,3.7381,15.0714,,-0.2876,-5.5821,5.007,,,,,,,,,,,,,,,,,,,,,,
834,OHIO,17,0,0,0,0,1,0,9,0,0,0,16,7,10,0,0,0,0,0,9,8,2,0,0,29,0,0,1,9,1,0,0,29,196,4,0,1,15,0,0,517,0,0,0,0,0,21,885,110.2687637,,-0.6647,-4.4531,3.1237,,8.9404,3.1256,14.7551,,,,,,,,,,,,,,,,,,,,,,
835,OKLAHOMA,17,0,0,0,0,0,0,0,1,2,0,0,8,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19,3,0,0,1,0,0,48,0,0,0,0,0,5,93,22.15680332,,4.4308,-0.3612,9.2227,,12.8453,3.6271,22.0635,,,,,,,,,,,,,,,,,,,,,,
836,OREGON,17,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,71,2,0,0,8,0,0,301,0,0,0,0,0,14,409,16.48063716,,14.6681,8.7872,20.5489,,5.1092,0.5713,9.647,,,,,,,,,,,,,,,,,,,,,,
837,PENNSYLVANIA,17,0,0,0,0,0,0,14,0,0,5,13,2,1,0,0,0,1,3,3,0,2,1,0,10,0,1,1,3,0,0,0,2,257,2,0,0,9,0,0,995,0,0,0,0,0,20,1345,110.48115,,3.5023,-1.4011,8.4057,,9.1143,3.1113,15.1172,,,,,,,,,,,,,,,,,,,,,,
838,RHODE ISLAND,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,392.3547672,,2.0351,-3.0943,7.1644,,7.5257,2.8357,12.2157,,,,,,,,,,,,,,,,,,,,,,
839,SOUTH CAROLINA,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,644,0,0,0,0,0,0,856,65.25673544,,4.1222,-1.1614,9.4057,,16.3129,8.4193,24.2065,,,,,,,,,,,,,,,,,,,,,,
840,SOUTH DAKOTA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,6,29,4.466215529,,10.4194,4.6048,16.2339,,0.2257,-5.075,5.5264,,,,,,,,,,,,,,,,,,,,,,
841,TENNESSEE,17,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,293,0,0,0,0,0,1,388,63.53570893,,2.0511,-2.4362,6.5383,,12.8088,5.649,19.9685,,,,,,,,,,,,,,,,,,,,,,
842,TEXAS,17,0,0,0,0,2,0,0,0,0,26,0,4,16,0,0,0,1,1,13,6,0,1,0,33,0,0,0,2,0,0,0,0,343,11,0,0,11,0,0,917,0,0,0,0,0,64,1451,42.33358553,,10.9645,6.2635,15.6655,,18.1493,10.7336,25.565,,,,,,,,,,,,,,,,,,,,,,
843,UTAH,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,44,0,0,0,1,0,0,161,0,0,0,0,0,0,216,14.84996545,,20.599,15.4279,25.7701,,5.1025,-2.2332,12.4381,,,,,,,,,,,,,,,,,,,,,,
844,VERMONT,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,8,26.86356396,,3.337,-2.8004,9.4744,,1.6906,-1.8386,5.2198,,,,,,,,,,,,,,,,,,,,,,
845,VIRGINIA,17,0,0,0,0,0,0,0,0,0,7,11,3,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,6,213,1,0,0,3,0,0,676,0,0,0,0,0,16,948,83.1382377,,0.1148,-6.1286,6.3581,,14.0023,6.6524,21.3521,,,,,,,,,,,,,,,,,,,,,,
846,WASHINGTON,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221,0,0,0,0,0,0,634,0,0,0,0,0,3,865,43.69387518,,5.5792,-0.1051,11.2635,,5.4097,1.5034,9.316,,,,,,,,,,,,,,,,,,,,,,
847,WEST VIRGINIA,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,39,0,0,0,0,0,0,53,28.9135357,,3.3169,-0.7049,7.3386,,11.6808,3.7517,19.6098,,,,,,,,,,,,,,,,,,,,,,
848,WISCONSIN,17,0,0,0,0,1,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,69,0,0,0,2,0,0,276,0,0,0,0,0,14,379,41.36161606,,4.1886,-1.1093,9.4865,,-0.4537,-3.52,2.6127,,,,,,,,,,,,,,,,,,,,,,
849,WYOMING,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,37,2.281292621,,0.7553,-4.9726,6.4832,,2.4776,-4.833,9.7882,,,,,,,,,,,,,,,,,,,,,,
850,ALABAMA,18,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,37.19925281,,0.3613,-5.8629,6.5855,,15.9506,10.1078,21.7934,,,,,,,,,,,,,,,,,,,,,,
851,ALASKA,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,11,0.498241128,,15.2854,7.5122,23.0586,3/30/2018,0.6644,-3.6402,4.9689,,,,,,,,,,,,,,,,,,,,,,
852,ARIZONA,18,0,0,0,0,0,0,5,0,0,0,9,11,6,0,0,0,0,0,1,2,0,1,0,14,0,0,0,1,0,0,0,1,163,0,0,0,2,0,0,670,184,0,0,0,0,13,1083,24.20525837,,-5.4416,-10.8109,-0.0723,3/31/2018,16.4671,7.1575,25.7766,,,,,,,,,,,,,,,,,,,,,,
853,ARKANSAS,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,497,0,0,0,0,0,0,706,22.39668239,,15.1955,6.3844,24.0065,4/1/2018,14.0537,8.4576,19.6498,,,,,,,,,,,,,,,,,,,,,,
854,CALIFORNIA,18,0,0,0,0,1,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,0,0,0,1,0,0,439,7,0,0,0,0,56,669,98.47383106,,11.6877,4.3303,19.0451,4/2/2018,16.1647,7.4376,24.8917,,,,,,,,,,,,,,,,,,,,,,
855,COLORADO,18,0,0,0,1,0,0,11,0,0,0,18,6,0,0,0,0,0,0,13,2,0,0,0,4,0,0,1,0,0,0,0,9,0,2,0,0,3,0,0,0,0,0,0,0,0,21,91,21.16020728,,14.1383,6.618,21.6586,4/3/2018,7.127,0.022,14.2319,,,,,,,,,,,,,,,,,,,,,,
856,CONNECTICUT,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,11,285.9964138,,6.2982,-0.834,13.4304,4/4/2018,8.5027,2.1578,14.8476,,,,,,,,,,,,,,,,,,,,,,
857,DELAWARE,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,161.0580431,,5.4024,0.4414,10.3634,4/5/2018,12.0607,5.9071,18.2143,,,,,,,,,,,,,,,,,,,,,,
858,FLORIDA,18,0,0,0,1,0,0,8,0,0,5,93,9,22,0,0,0,1,0,3,4,0,1,0,6,0,0,0,0,0,0,0,12,360,5,0,0,4,0,0,1281,0,0,0,0,0,103,1918,152.5897544,,9.875,4.0071,15.7429,,22.9276,17.4267,28.4285,,,,,,,,,,,,,,,,,,,,,,
859,GEORGIA,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,3,169,1,0,0,7,0,0,472,0,0,0,0,0,10,670,70.31216995,,22.0789,16.3262,27.8316,,15.886,10.2392,21.5327,,,,,,,,,,,,,,,,,,,,,,
860,HAWAII,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.74649835,,15.756,8.0317,23.4802,,21.3105,17.8051,24.8158,,,,,,,,,,,,,,,,,,,,,,
861,IDAHO,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,23,8.183599765,,21.4653,17.6479,25.2827,,8.4196,0.3197,16.5194,,,,,,,,,,,,,,,,,,,,,,
862,ILLINOIS,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,68,0,0,0,0,0,0,92,88.69290989,,3.1764,-2.6175,8.9703,,10.9947,4.3292,17.6602,,,,,,,,,,,,,,,,,,,,,,
863,INDIANA,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,103,0,0,0,0,0,0,335,0,0,0,0,0,0,442,72.12044782,,2.8665,-2.9347,8.6676,,10.3253,4.1184,16.5322,,,,,,,,,,,,,,,,,,,,,,
864,IOWA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84195686,,4.5319,-1.0489,10.1127,,9.3933,1.7878,16.9988,,,,,,,,,,,,,,,,,,,,,,
865,KANSAS,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,127,0,0,0,0,0,0,161,13.77307692,,-1.1363,-6.9225,4.65,,10.1555,3.8659,16.4451,,,,,,,,,,,,,,,,,,,,,,
866,KENTUCKY,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,10,0,0,1,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,58,43.46393446,,3.7022,-4.0363,11.4407,,12.4771,6.9572,17.9969,,,,,,,,,,,,,,,,,,,,,,
867,LOUISIANA,18,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,612,0,0,0,0,0,13,800,41.50240638,,8.9545,2.5472,15.3618,,17.2602,11.0197,23.5006,,,,,,,,,,,,,,,,,,,,,,
868,MAINE,18,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,88,0,0,0,0,0,2,111,16.78425142,,18.2756,12.0693,24.4818,,6.8948,0.3314,13.4581,,,,,,,,,,,,,,,,,,,,,,
869,MARYLAND,18,0,0,0,0,0,0,0,0,0,0,8,0,5,6,0,0,0,0,1,0,2,0,0,15,0,0,0,1,1,0,0,2,127,1,0,1,2,1,0,540,0,0,0,0,0,23,736,240.1675753,,2.155,-3.2603,7.5702,,10.9838,5.2955,16.6721,,,,,,,,,,,,,,,,,,,,,,
870,MASSACHUSETTS,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.5999705,,9.2526,3.1716,15.3336,,8.4408,2.0476,14.834,,,,,,,,,,,,,,,,,,,,,,
871,MICHIGAN,18,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,194,0,0,0,0,0,1,246,66.38479376,,5.331,0.191,10.4709,,6.6635,-0.9131,14.24,,,,,,,,,,,,,,,,,,,,,,
872,MINNESOTA,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,31,27.29613122,,-1.7497,-6.5362,3.0369,,6.6406,-1.3964,14.6776,,,,,,,,,,,,,,,,,,,,,,
873,MISSISSIPPI,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,361,0,0,0,0,0,4,536,24.55209568,,15.7111,8.2663,23.1559,,15.8664,9.8177,21.915,,,,,,,,,,,,,,,,,,,,,,
874,MISSOURI,18,0,0,0,0,0,0,0,0,5,1,17,3,14,0,0,0,0,0,2,2,0,1,0,12,0,0,0,1,0,0,0,1,210,1,0,0,1,0,0,388,0,0,0,0,0,15,674,34.39129216,,3.858,-2.5978,10.3138,,12.0847,5.9937,18.1757,,,,,,,,,,,,,,,,,,,,,,
875,MONTANA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,60,0,0,0,0,0,4,86,2.81800843,,-3.6584,-9.8575,2.5408,,7.0977,-1.1322,15.3276,,,,,,,,,,,,,,,,,,,,,,
876,NEBRASKA,18,0,0,0,0,0,0,0,0,1,0,0,8,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,21,0,0,0,5,0,0,60,0,0,0,0,0,8,111,9.706472659,,0.1111,-7.1617,7.3838,,8.6082,1.7571,15.4593,,,,,,,,,,,,,,,,,,,,,,
877,NEVADA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,10.74651254,,8.2542,0.5786,15.9297,,11.3192,2.867,19.7713,,,,,,,,,,,,,,,,,,,,,,
878,NEW HAMPSHIRE,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,77,0,0,0,0,0,0,87,56.37731675,,3.0946,-2.4961,8.6853,,6.7275,0.0424,13.4125,,,,,,,,,,,,,,,,,,,,,,
879,NEW JERSEY,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,291,0,0,0,0,0,0,353,470.1927021,,7.1743,1.5884,12.7601,,9.7902,3.1411,16.4392,,,,,,,,,,,,,,,,,,,,,,
880,NEW MEXICO,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,95,0,0,0,0,0,0,111,6.651759892,,10.3576,1.0359,19.6793,,11.5248,3.0713,19.9782,,,,,,,,,,,,,,,,,,,,,,
